book_id	isbn	authors	publication_year	title	language_code	average_rating
365	1401207928	Alan Moore, David   Lloyd	1990	V for Vendetta	eng	4.25
366	743223136	David McCullough	2001	John Adams	eng	4.05
367	553384287	Dean Koontz	2003	Odd Thomas	eng	3.94
368	679879250	Philip Pullman	1997	The Subtle Knife	eng	4.1
369	439488400	Jerry Spinelli	2000	Stargirl	eng	3.74
370	1423113381	Rick Riordan	2010	The Red Pyramid	eng	4.06
371	441788386	Robert A. Heinlein	1961	Stranger in a Strange Land	eng	3.91
372	965904830	David Sedaris	2004	Dress Your Family in Corduroy and Denim	eng	4.08
373	141311371	Roald Dahl, Quentin Blake	1982	The BFG	eng	4.22
374	076790818X	Bill Bryson	2003	A Short History of Nearly Everything	en-US	4.19
375	439227143	Jack London	1903	The Call of the Wild	eng	3.83
376	385738773	James Dashner	2011	The Death Cure	eng	3.77
377	61142026	Neil Gaiman	1999	Stardust	eng	4.07
378	618485228	Jhumpa Lahiri	2003	The Namesake	en-US	3.96
379	670022411	Deborah Harkness	2011	A Discovery of Witches	eng	3.99
380	375704027	Haruki Murakami, Jay Rubin	1987	ノルウェイの森 [Noruwei no Mori]	eng	4.02
381	446672211	Billie Letts	1995	Where the Heart Is	en-US	4
382	525421580	John Green, David Levithan	2010	Will Grayson, Will Grayson	eng	3.84
383	307276902	James Frey	2003	A Million Little Pieces	en-CA	3.62
384	1595141758	Richelle Mead	2008	Frostbite	eng	4.3
385	307352145	Susan Cain	2012	Quiet: The Power of Introverts in a World that Can't Stop Talking	eng	4.04
386	440439884	Scott O'Dell	1960	Island of the Blue Dolphins	en-CA	3.8
387	142437336	Arthur Miller, Christopher Bigsby	1953	The Crucible	eng	3.55
388	689840926	Gary Paulsen	1986	Hatchet	en-US	3.68
389	076531178X	Brandon Sanderson	2006	Mistborn : The Final Empire	eng	4.43
390	451528956	Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon	1886	The Strange Case of Dr Jekyll and Mr Hyde	eng	3.79
391	679889108	Dr. Seuss	1971	The Lorax	eng	4.35
392	810993139	Jeff Kinney	2004	Greg Heffley's Journal	en-US	3.96
393	1599906953	Sarah J. Maas	2012	Throne of Glass	eng	4.24
394	1595141979	Richelle Mead	2008	Shadow Kiss	en-US	4.37
395	684803356	Ernest Hemingway	1940	For Whom the Bell Tolls	eng	3.95
396	345505336	Jamie Ford	2009	Hotel on the Corner of Bitter and Sweet	eng	3.98
397	140120831	Patrick Süskind, John E. Woods	1985	Das Parfum. Die Geschichte eines Mörders	eng	4
398	60838582	Eric Schlosser	2001	Fast Food Nation : The Dark Side of the All-American Meal 	eng	3.73
399	747599874	J.K. Rowling	2007	The Tales of Beedle the Bard	en-US	4.06
400	441569595	William Gibson	1984	Neuromancer	eng	3.88
401	99910101	Ernest Hemingway	1929	A Farewell to Arms	en-US	3.79
402	553212281	Edgar Allan Poe	1843	The Tell-Tale Heart	en-GB	4.15
403	1590302257	Sun Tzu, Thomas Cleary	-500	孫子兵法 [Sūnzi bīngfǎ]	eng	3.95
404	385344228	William Landay	2012	Defending Jacob	eng	3.97
405	385334206	Kurt Vonnegut Jr.	1973	Breakfast of Champions	eng	4.08
406	874774241	Betty Edwards	1979	Drawing on the Right Side of the Brain	en-US	3.84
407	60838728	Ann Patchett	2001	Bel Canto	eng	3.92
408	739467352	Jared Diamond	1997	Guns, Germs, and Steel: The Fates of Human Societies	eng	4
409	375508414	Fannie Flagg	1987	Fried Green Tomatoes at the Whistle Stop Cafe		4.26
410	385474547	Chinua Achebe	1958	Things Fall Apart	en-US	3.61
411	385338694	Sophie Kinsella	2005	The Undomestic Goddess	eng	3.82
412	1881273156	Gary Chapman	1990	The Five Love Languages: How to Express Heartfelt Commitment to Your Mate	en-US	4.23
413		Alexandre Dumas	1844	Les Trois Mousquetaires		4.06
414	1416589643	Chris Cleave	2008	The Other Hand	en-US	3.7
415	031253275X	Alyson Noel	2009	Evermore	en-US	3.59
416	590032496	Roald Dahl, Quentin Blake	1983	The Witches	en-US	4.17
417	743298020	Diane Setterfield	2006	The Thirteenth Tale	eng	3.95
418	1595142509	Richelle Mead	2010	Spirit Bound	eng	4.37
419	1595141987	Richelle Mead	2009	Blood Promise	en-US	4.35
420	446676071	Nicholas Sparks	1998	Message in a Bottle	en-US	3.95
421	345521307	Paula McLain	2011	The Paris Wife	eng	3.79
422	545044251	J.K. Rowling	1998	Complete Harry Potter Boxed Set	eng	4.74
423	62059963	Kiera Cass	2013	The Elite	eng	4.02
424	156001314	Umberto Eco, William Weaver, Seán Barrett	1980	Il nome della rosa	en-US	4.11
425	1416914633	Beatrice Sparks, Anonymous	1971	Go Ask Alice	eng	3.77
426	802130208	John Kennedy Toole, Walker Percy	1980	A Confederacy of Dunces	eng	3.89
427	158049580X	Oscar Wilde	1895	The Importance of Being Earnest	eng	4.17
428	1423140605	Rick Riordan	2012	The Mark of Athena	eng	4.47
429	60855924	Terry Pratchett	1983	The Colour of Magic	eng	3.97
430	1400079276	Haruki Murakami, Philip Gabriel	2002	海辺のカフカ [Umibe no Kafuka]	en-US	4.13
431	525945563	Thomas Harris	1981	Red Dragon	eng	4.01
432	553803700	Isaac Asimov	1950	I, Robot	eng	4.17
433	451216954	J.R. Ward	2005	Dark Lover	eng	4.21
434	1416989439	Becca Fitzpatrick	2010	Crescendo	en-US	4.07
435	61726818	Lauren Oliver	2010	Before I Fall	eng	3.92
436	679457313	Arundhati Roy	1997	The God of Small Things	eng	3.91
437	670024783	Sue Monk Kidd	2014	The Invention of Wings	en-US	4.23
438	141043768	Liane Moriarty	2009	What Alice Forgot	eng	4.05
439	553380168	Stephen Hawking, Cao Chi, Phạm Văn Thiều	1987	A Brief History of Time: From the Big Bang to Black Holes	eng	4.12
440	525951652	Ken Follett	2010	Fall of Giants	eng	4.26
441	1439148503	Stephen King	2009	Under the Dome	eng	3.89
442	553380958	Neal Stephenson	1992	Snow Crash	eng	4.02
443	670061050	Sarah Dessen	2006	Just Listen	en-US	4.06
444	525467564	A.A. Milne, Ernest H. Shepard	1926	Winnie-the-Pooh	eng	4.34
445	62060554	S.J. Watson	2011	Before I Go to Sleep	en-CA	3.87
446	1420925539	Arthur Conan Doyle	1887	A Study in Scarlet	eng	4.15
447	375826726	Christopher Paolini	2008	Brisingr	eng	4.03
448	310276993	Rick Warren	2002	The Purpose Driven Life: What on Earth am I Here For?	en-US	3.9
449	312360282	P.C. Cast, Kristin Cast	2007	Betrayed: a House of Night Novel	en-US	3.93
450	451457811	Jim Butcher	2000	Storm Front	en-US	4.02
451	1593082649	Jane Austen, Alfred MacAdam	1817	Northanger Abbey	eng	3.8
452	399162410	Rick Yancey	2013	The 5th Wave	eng	4.1
453	802142842	Charles Frazier	1997	Cold Mountain	en-US	3.83
454	60245867	Laura Joffe Numeroff, Felicia Bond	1985	If You Give a Mouse a Cookie	en-US	4.24
455	312323867	Emily Giffin	2005	Something Blue	en-US	3.92
456	822210894	Tennessee Williams	1947	A Streetcar Named Desire	eng	3.97
457	751537284	Elizabeth Kostova	2005	The Historian	eng	3.77
458	385353308	Emily St. John Mandel	2014	Station Eleven	eng	4.02
459	1476738017	Fredrik Backman, Henning Koch	2012	En man som heter Ove	eng	4.35
460	1406321346	Cassandra Clare	2013	Clockwork Princess	eng	4.59
461	1416500189	Pearl S. Buck	1931	The Good Earth	eng	3.97
462	140135154	John Berger	1972	Ways of Seeing	eng	3.75
463	385335970	Diana Gabaldon	1992	Dragonfly in Amber	eng	4.31
464		Anonymous	1611		eng	4.43
465	743495667	Jennifer Weiner	2002	In Her Shoes		3.78
466	345368584	Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming	1989	The Hobbit	eng	4.48
467	1594489580	Junot Díaz	2007	The Brief Wondrous Life of Oscar Wao	eng	3.89
468	61120065	Zora Neale Hurston	1937	Their Eyes Were Watching God	eng	3.87
469	439321603	Newt Scamander, J.K. Rowling, Albus Dumbledore	2001	Fantastic Beasts and Where to Find Them	eng	3.95
470	316322407	Malala Yousafzai, Christina Lamb	2012	I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban	eng	4.06
471	141439807	Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont	1814	Mansfield Park	eng	3.84
472	080701429X	Viktor E. Frankl	1946	…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager	eng	4.33
473	670038601	Tana French	2007	In the Woods	eng	3.74
474	618680004	Richard Dawkins	2006	The God Delusion	eng	3.89
475	525422943	Gayle Forman	2011	Where She Went	en-US	4.06
476	345915593	John Irving	1978	The World According to Garp	eng	4.07
477	515141429	Lee Child	1997	Killing Floor	eng	4.04
478	375757325	Daniel Defoe, Gerald McCann, Virginia Woolf	1719	The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner	eng	3.66
479	937832383	Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez	1513	Il Principe	eng	3.78
480	440238153	Philip Pullman	2000	The Amber Spyglass	eng	4.06
481	765346524	Terry Goodkind	1994	Wizard's First Rule	eng	4.13
482	1439153663	Kathleen Grissom	2010	The Kitchen House	en-CA	4.18
483	316769029	J.D. Salinger	1961	Franny and Zooey	en-US	3.98
484	385720920	Chuck Palahniuk	2001	Choke	eng	3.69
485	374528373	Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky	1880	Братья Карамазовы	eng	4.3
486	375822747	Jeanne DuPrau	2003	The City of Ember	eng	3.85
487	60541814	Michael Crichton	1969	The Andromeda Strain		3.87
488	451933028	Stephen King	1996	The Green Mile	eng	4.42
489	000100039X	Kahlil Gibran	1923	The Prophet	eng	4.22
490	394541553	Art Spiegelman	1985	Maus: A Survivor's Tale : My Father Bleeds History	eng	4.35
491	312379838	P.C. Cast, Kristin Cast	2008	Untamed: A House of Night Novel	en-US	3.95
492	812550757	Orson Scott Card	1986	Speaker for the Dead	en-US	4.04
493	684823780	C.S. Lewis	1952	Mere Christianity	eng	4.31
494	1400031702	Donna Tartt	1992	The Secret History	eng	4.07
495	375725784	Dave Eggers	2000	A Heartbreaking Work of Staggering Genius	eng	3.68
496	553381679	Jean M. Auel	1980	The Clan of the Cave Bear	eng	4.02
497	439228905	Anna Sewell	1877	Black Beauty	eng	3.94
498	192833987	Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude	1869	Война и миръ	eng	4.11
499	679735771	Bret Easton Ellis	1991	American Psycho	eng	3.81
500	613371658	Meg Cabot	2000	The Princess Diaries	eng	3.76
501	1400034779	Alexander McCall Smith	1998	The No. 1 Ladies' Detective Agency 	eng	3.75
502	1582406723	Robert Kirkman, Tony Moore	2004	The Walking Dead, Vol. 1: Days Gone Bye	en-GB	4.3
503	451457994	Arthur C. Clarke	1968	2001: A Space Odyssey	eng	4.12
504	1590525132	Francine Rivers	1991		eng	4.48
505	842342702	Tim LaHaye, Jerry B. Jenkins	1995	Left Behind:  A Novel of the Earth's Last Days	eng	3.81
506	62059998	Kiera Cass	2014	The One	eng	4.21
507	545265355	Suzanne Collins	2010	The Hunger Games Box Set	eng	4.49
508	805063897	Barbara Ehrenreich	2001	Nickel and Dimed: On (Not) Getting By in America	eng	3.6
509	593053893	Sophie Kinsella	2008	Remember Me?	eng	3.76
510	812517725	Robert Jordan	1990	The Great Hunt	en-US	4.2
511	743477154	Patricia Cornwell	1990	Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta	eng	4.01
512	385074077	Edgar Allan Poe	1849	The Complete Tales of Edgar Allan Poe	en-US	4.37
513	553256696	Corrie ten Boom, John Sherrill, Elizabeth Sherrill	1971	The Hiding Place	en-US	4.42
514	192835084	Arthur Conan Doyle	1892	The Adventures of Sherlock Holmes	eng	4.29
515	553381547	Pat Conroy	1986	The Prince of Tides	eng	4.22
516	312282990	Michael Chabon	2000	The Amazing Adventures of Kavalier & Clay	eng	4.17
517	802798233	Simone Elkeles	2008	Perfect Chemistry	eng	4.07
518	805072454	J.M. Barrie, Michael Hague	1904	Peter Pan	en-US	4.1
519	689865392	Scott Westerfeld	2005	Pretties	eng	3.85
520	965341984	Haruki Murakami, Jay Rubin	1994	ねじまき鳥クロニクル [Nejimakidori kuronikuru]	eng	4.17
521	739465511	Michael Connelly	2005	The Lincoln Lawyer 	eng	4.14
522	375507256	David Mitchell	2004	Cloud Atlas	eng	4.01
523	767902890	Tim O'Brien	1990	The Things They Carried	en-US	4.12
524	1844137872	Banksy	1988	Wall and Piece	eng	3.83
525	006197806X	Lauren Oliver	2012	Pandemonium	eng	4.07
526	307277887	Jeff Lindsay	2004	Darkly Dreaming Dexter	eng	3.89
527	1841493007	Charlaine Harris	2002	Living Dead in Dallas	eng	3.97
528	765305119	Robert Jordan	1991	The Dragon Reborn 	eng	4.23
529	141439491	Jonathan Swift, Robert DeMaria Jr.	1726	Gulliver’s Travels	eng	3.55
530	743482751	William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson	1598	Much Ado About Nothing	eng	4.06
531	393320979	Unknown, Seamus Heaney	975	Beowulf	en-US	3.42
532	1401207529	Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil	1987	Batman: Year One	eng	4.23
533	62409859	Harper Lee	2015	Go Set a Watchman	eng	3.31
534	316143472	David Sedaris	2008	When You Are Engulfed in Flames	en-US	4.04
535	316134023	Laini Taylor	2011	Daughter of Smoke & Bone	eng	4.04
536	1409151174	Victoria Aveyard	2015	Red Queen	eng	4.08
537	1400069289	Charles Duhigg	2011	The Power of Habit	eng	4.03
538	679751521	John Berendt	1994	Midnight in the Garden of Good and Evil	eng	3.9
539	1301949825	Colleen Hoover	2012	Hopeless	eng	4.34
540	142437018	Frances Hodgson Burnett, Nancy Bond	1905	A Little Princess	eng	4.2
541	142406252	Sarah Dessen	2004	The Truth About Forever	en-US	4.13
542	439861365	C.S. Lewis	1954	The horse and his boy	eng	3.9
543	1595143068	Richelle Mead	2010	Last Sacrifice 	eng	4.42
544	64400026	Laura Ingalls Wilder, Garth Williams	1935	Little House on the Prairie	eng	4.18
545	380002558	Margery Williams Bianco, William   Nicholson	1922	The Velveteen Rabbit	eng	4.29
546	60589469	Robert M. Pirsig	1974	Zen and the Art of Motorcycle Maintenance	eng	3.76
547	375759239	H.G. Wells, Arthur C. Clarke	1897	The War of the Worlds	eng	3.8
548	60887303	Sara Shepard	2006	Pretty Little Liars	en-US	3.9
549	670241334	Don Freeman	1948	Corduroy	en-US	4.28
550	1594200823	Michael Pollan	2006	The Omnivore's Dilemma	eng	4.17
551	316176486	Kate Atkinson	2013	Life After Life	eng	3.74
552	446696129	Nicholas Sparks	2000	The Rescue	en-US	4.1
553	045057458X	Stephen King	1991	Needful Things		3.87
554	385335997	Diana Gabaldon	1993	Voyager	eng	4.38
555	393315053	Kenneth Branagh, William Shakespeare	1996		eng	4.12
556	307348245	Stephen King	1981	Cujo	spa	3.65
557	747560595	Jeffrey Eugenides	1993	The Virgin Suicides	eng	3.83
558	441012183	Charlaine Harris	2004	Dead to the World	eng	4.13
559	141439599	Thomas Hardy, Tim Dolin, Margaret R. Higonnet	1891	Tess of the d'Urbervilles: A Pure Woman Faithfully Presented	eng	3.77
560	192840398	Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall	1856	Madame Bovary	eng	3.64
561	394820371	Norton Juster, Jules Feiffer	1961	The Phantom Tollbooth	en-US	4.22
562	765326353	Brandon Sanderson	2010	The Way of Kings	eng	4.64
563	1841493015	Charlaine Harris	2003	Club Dead	en-GB	4.03
564	078685197X	Ned Vizzini	2006	It's Kind of a Funny Story	en-US	4.14
565	765316889	Brandon Sanderson	2007		eng	4.35
566		Jojo Moyes	2015	After You	eng	3.7
567	034552554X	Vanessa Diffenbaugh	2011	The Language of Flowers	eng	4.07
568	156389341X	Frank Miller, Klaus Janson, Lynn Varley	1986	Batman: The Dark Knight Returns	eng	4.25
569	446617792	James Patterson	2005	The Angel Experiment	eng	4.08
570	1573225517	Nick Hornby	1995	High Fidelity	eng	3.94
571	446696110	Nicholas Sparks	2003	The Guardian	en-US	4.14
572	385721676	Margaret Atwood	2003	Oryx and Crake	eng	4
573	60574216	John Gray	1998	Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships	en-US	3.52
574	60899220	Anthony Bourdain	2000	Kitchen Confidential: Adventures in the Culinary Underbelly	eng	4
575	99244721	Michael Crichton	1999	Timeline	en-US	3.83
576	486266893	Voltaire	1759	Candide	eng	3.76
577	374480095	Natalie Babbitt	1975	Tuck Everlasting	eng	3.85
578	2253147699	Stephen King, Marie Milpois	1983	Christine	fre	3.72
579	1713221	P.D. Eastman	1960	Are You My Mother?	eng	4.16
580	071483355X	E.H. Gombrich	1950	The Story of Art	en-US	3.83
581	312642962	Marissa Meyer	2013	Scarlet	eng	4.3
582	751532711	Robert T. Kiyosaki	1997	Rich Dad , Poor Dad	eng	3.95
583	1442426640	Becca Fitzpatrick	2011	Silence 	eng	4.16
584	670020559	Lev Grossman	2009	The Magicians	eng	3.47
585	1421501686	Tsugumi Ohba, Takeshi Obata	2004	デスノート #1 (Desu Nōto) Taikutsu (退屈)	eng	4.42
586	689875347	Libba Bray	2003	A Great and Terrible Beauty	eng	3.79
587	60529709	Jonathan Safran Foer	2002	Everything Is Illuminated	eng	3.9
588	752863886	Robert Ludlum	1986	The Bourne Supremacy	en-US	4.09
589	425266745	Tammara Webber	2012	Easy	en-CA	4.11
590	140439447	Charles Dickens, Jeremy Tambling	1849	David Copperfield	eng	3.96
591	316013684	Sherman Alexie, Ellen Forney	2007	The Absolutely True Diary of a Part-Time Indian	eng	4.11
592	679760806	Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer	1967	Мастер и Маргарита	eng	4.32
593	553383043	Ursula K. Le Guin	1968	A Wizard of Earthsea	en-US	3.99
594	763616052	Kate DiCamillo, Chris Sheban	2000	Because of Winn-Dixie	eng	4
595	743253973	John Knowles	1959	A Separate Peace	en-US	3.56
596	385339607	John Grisham	1995	The Rainmaker	eng	3.91
597	142437239	Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford	1605	Don Quijote de La Mancha	eng	3.85
598	6480098	Robin Hobb	1995	Assassin's Apprentice	eng	4.14
599	345418921	Douglas Adams	1980	The Restaurant at the End of the Universe	eng	4.22
600	385739141	Lauren Kate	2010	Torment	eng	3.89
601	723247706	Beatrix Potter	1901	The Tale of Peter Rabbit	eng	4.17
602	64405044	C.S. Lewis, Pauline Baynes	1953	The Silver Chair	eng	3.95
603	765316897	Brandon Sanderson	2008	The Hero of Ages	eng	4.46
604	679746048	Susanna Kaysen	1993	Girl, Interrupted	eng	3.9
605	61173398	Chelsea Handler	2007	Are You There, Vodka? It's Me, Chelsea		3.85
606	743278909	Richard Bach, Russell Munson	1970	Jonathan Livingston Seagull	en-US	3.8
607	1481426303	Cassandra Clare	2014	City of Heavenly Fire	eng	4.48
608	920668372	Robert Munsch, Sheila McGraw	1986	Love You Forever	en-GB	4.34
609	1416524517	Stephen King	2006	Cell	en-US	3.64
610	067002581X	Daniel James Brown	2013	The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics	eng	4.32
611	618391118	J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith	1977	The Silmarillion	eng	3.87
612	451210859	Stephen King	1987	The Drawing of the Three	eng	4.23
613	330449605	Kate Morton	2008	The Forgotten Garden	en-GB	4.12
614	99428644	Franz Kafka, Edwin Muir, Willa Muir, Max Brod	1925	Der Prozeß	eng	3.98
615	142501557	Sarah Dessen	2002	This Lullaby	eng	4.03
616	743275012	Jodi Picoult	2000	Plain Truth	eng	3.97
617	385523386	Piper Kerman	2010	Orange Is the New Black: My Year in a Women's Prison	eng	3.7
618	451528018	Arthur Conan Doyle, Anne Perry	1902	The Hound of the Baskervilles	eng	4.09
619	374275637	Daniel Kahneman	2011	Thinking, Fast and Slow	eng	4.08
620	345350499	Marion Zimmer Bradley	1982	The Mists of Avalon	eng	4.12
621	689841582	Judy Blume	1970	Are You There God? It's Me, Margaret	eng	3.89
622	446612707	Nicholas Sparks	2002	Nights in Rodanthe	eng	3.82
623	1476754454	Stephen King	2014	Mr. Mercedes	eng	3.92
624	441014941	Charlaine Harris	2007	All Together Dead	eng	4.05
625	375706771	Chris Bohjalian	1997	Midwives	en-US	3.97
626	395389496	Chris Van Allsburg	1985	The Polar Express	en-US	4.29
627	140544518	Jon Scieszka, Lane Smith	1989	The True Story of the Three Little Pigs	en-GB	4.29
628	425134350	Tom Clancy	1987	Patriot Games	eng	4.11
629	61124265	Paulo Coelho, Margaret Jull Costa	1998	Veronika decide morrer	eng	3.69
630	385349947	Sheryl Sandberg, Nell Scovell	2013	Lean In: Women, Work, and the Will to Lead	eng	3.94
631	441013333	Charlaine Harris	2005	Dead as a Doornail 	eng	4.01
632	62085484	Tahereh Mafi	2011	Shatter Me (Shatter Me, #1)	en-US	4.01
633	441783589	Robert A. Heinlein	1959	Starship Troopers	en-CA	3.99
